Date,Close,High,Low,Open,Volume
2024-04-02,7236.98388671875,7236.98388671875,7153.93896484375,7199.1240234375,127711500
2024-04-03,7166.84423828125,7226.35302734375,7158.740234375,7214.02001953125,111040300
2024-04-04,7254.39892578125,7254.39892578125,7165.8310546875,7170.71923828125,108900300
2024-04-05,7286.8818359375,7298.85888671875,7239.27392578125,7245.32177734375,94886600
2024-04-16,7164.80712890625,7188.0888671875,7066.5732421875,7130.6279296875,175642500
2024-04-17,7130.8408203125,7234.3740234375,7130.8408203125,7199.830078125,143541300
2024-04-18,7166.81396484375,7180.55908203125,7135.52001953125,7151.73779296875,129376600
2024-04-19,7087.31689453125,7141.5810546875,7036.2060546875,7131.455078125,150694500
2024-04-22,7073.81982421875,7117.02392578125,7026.47705078125,7099.51708984375,121595900
2024-04-23,7110.81298828125,7165.9541015625,7099.841796875,7102.80810546875,172892100
2024-04-24,7174.533203125,7191.1767578125,7126.85009765625,7127.0478515625,154056000
2024-04-25,7155.2939453125,7177.06494140625,7132.10205078125,7167.98388671875,140400000
2024-04-26,7036.0751953125,7149.25390625,7036.0751953125,7137.93408203125,137603900
2024-04-29,7155.7841796875,7155.7841796875,7021.4921875,7021.4921875,129998600
2024-04-30,7234.19677734375,7266.8681640625,7179.68505859375,7187.4140625,156560600
2024-05-02,7117.4248046875,7232.9521484375,7072.47412109375,7227.60791015625,145628700
2024-05-03,7134.72412109375,7165.10205078125,7094.6162109375,7142.86376953125,159524500
2024-05-06,7135.89013671875,7178.76708984375,7102.68505859375,7171.58984375,164988900
2024-05-07,7123.61181640625,7159.76708984375,7108.17578125,7136.85205078125,148490800
2024-05-08,7088.794921875,7164.30810546875,7071.34521484375,7129.4560546875,147871800
2024-05-13,7099.26123046875,7111.59912109375,7052.22998046875,7061.373046875,134590500
2024-05-14,7083.76318359375,7136.64013671875,7071.501953125,7095.52197265625,137468100
2024-05-15,7179.8310546875,7192.14501953125,7082.1181640625,7085.37890625,139854300
2024-05-16,7246.69580078125,7270.7568359375,7201.9150390625,7203.169921875,154713600
2024-05-17,7317.23779296875,7356.71484375,7245.19580078125,7249.72705078125,181505100
2024-05-20,7266.69091796875,7374.546875,7243.01220703125,7329.39990234375,158071100
2024-05-21,7186.037109375,7295.05615234375,7179.52880859375,7258.4111328125,135589400
2024-05-22,7222.3818359375,7239.86181640625,7191.10595703125,7198.19287109375,135720300
2024-05-27,7176.419921875,7256.18408203125,7171.48583984375,7219.98193359375,190885600
2024-05-28,7253.6259765625,7308.13720703125,7228.4111328125,7228.5078125,166427200
2024-05-29,7140.22900390625,7282.0,7127.208984375,7275.52978515625,144619600
2024-05-30,7034.14208984375,7134.70703125,6984.97900390625,7125.77197265625,177693800
2024-05-31,6970.73583984375,7102.21923828125,6959.22705078125,7076.373046875,269684600
2024-06-03,7036.19091796875,7088.40087890625,6993.09423828125,7030.20703125,141774800
2024-06-04,7099.31201171875,7149.19287109375,7065.0341796875,7071.09423828125,160663800
2024-06-05,6947.669921875,7118.34912109375,6934.94287109375,7114.53515625,137116300
2024-06-06,6974.89697265625,7032.57421875,6939.5458984375,6992.56298828125,129986000
2024-06-07,6897.9501953125,6994.115234375,6887.81201171875,6987.7939453125,109886700
2024-06-10,6921.5478515625,6929.09716796875,6846.380859375,6910.72021484375,228419200
2024-06-11,6855.69091796875,6932.4619140625,6855.69091796875,6900.31005859375,150124200
2024-06-12,6850.09716796875,6866.26611328125,6821.5078125,6859.34912109375,165086100
2024-06-13,6831.56396484375,6896.65283203125,6831.56396484375,6893.8408203125,154352200
2024-06-14,6734.83203125,6840.19677734375,6713.27197265625,6829.9931640625,143790500
2024-06-19,6726.9189453125,6791.52685546875,6698.84814453125,6739.89501953125,215680300
2024-06-20,6819.32080078125,6825.55517578125,6728.40185546875,6751.23583984375,138884000
2024-06-21,6879.97802734375,6945.833984375,6823.06201171875,6838.47802734375,202168500
2024-06-24,6889.1650390625,6914.81201171875,6870.30517578125,6877.4677734375,113953400
2024-06-25,6882.7041015625,6890.44287109375,6843.64697265625,6874.8671875,103645300
2024-06-26,6905.64208984375,6936.26220703125,6885.40283203125,6885.81591796875,111785600
2024-06-27,6967.951171875,6968.13623046875,6915.830078125,6929.14501953125,85223100
2024-06-28,7063.5771484375,7084.623046875,6987.80078125,6989.3740234375,104714500
2024-07-01,7139.6259765625,7139.6259765625,7075.375,7076.6259765625,108297900
